relpath,caption,key,bpm,mood,ckz
Cymatics Oracle/Melodies/Cymatics - Oracle Nostalgic Melody Loop 9 - 140 BPM F Min.wav,Cymatics - Oracle Nostalgic Melody Loop 9 - 140 BPM F Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle R&B Melody Loop 1 - 90 BPM D# Min.wav,Cymatics - Oracle R&B Melody Loop 1 - 90 BPM D# Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle R&B Melody Loop 2 - 100 BPM D Min.wav,Cymatics - Oracle R&B Melody Loop 2 - 100 BPM D Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle R&B Melody Loop 3 - 130 BPM G Min.wav,Cymatics - Oracle R&B Melody Loop 3 - 130 BPM G Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle R&B Melody Loop 4 - 130 BPM A Min.wav,Cymatics - Oracle R&B Melody Loop 4 - 130 BPM A Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle R&B Melody Loop 5 - 134 BPM A Min.wav,Cymatics - Oracle R&B Melody Loop 5 - 134 BPM A Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Reverse Melody Loop 1 - 120 BPM C Min.wav,Cymatics - Oracle Reverse Melody Loop 1 - 120 BPM C Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Reverse Melody Loop 2 - 130 BPM E Min.wav,Cymatics - Oracle Reverse Melody Loop 2 - 130 BPM E Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Reverse Melody Loop 3 - 133 BPM E Min.wav,Cymatics - Oracle Reverse Melody Loop 3 - 133 BPM E Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Reverse Melody Loop 4 - 140 BPM E Min.wav,Cymatics - Oracle Reverse Melody Loop 4 - 140 BPM E Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Sad Melody Loop 1 - 120 BPM C Min.wav,Cymatics - Oracle Sad Melody Loop 1 - 120 BPM C Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Sad Melody Loop 2 - 123 BPM E Min.wav,Cymatics - Oracle Sad Melody Loop 2 - 123 BPM E Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Sad Melody Loop 3 - 123 BPM G# Min.wav,Cymatics - Oracle Sad Melody Loop 3 - 123 BPM G# Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Sad Melody Loop 4 - 130 BPM F# Min.wav,Cymatics - Oracle Sad Melody Loop 4 - 130 BPM F# Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Sad Melody Loop 5 - 130 BPM A Min.wav,Cymatics - Oracle Sad Melody Loop 5 - 130 BPM A Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Sad Melody Loop 6 - 130 BPM B Min.wav,Cymatics - Oracle Sad Melody Loop 6 - 130 BPM B Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Sad Melody Loop 7 - 140 BPM E Min.wav,Cymatics - Oracle Sad Melody Loop 7 - 140 BPM E Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Sad Melody Loop 8 - 140 BPM F# Min.wav,Cymatics - Oracle Sad Melody Loop 8 - 140 BPM F# Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Simple Melody Loop 1 - 86 BPM D# Min.wav,Cymatics - Oracle Simple Melody Loop 1 - 86 BPM D# Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Simple Melody Loop 2 - 120 BPM D Min.wav,Cymatics - Oracle Simple Melody Loop 2 - 120 BPM D Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Simple Melody Loop 3 - 141 BPM C Min.wav,Cymatics - Oracle Simple Melody Loop 3 - 141 BPM C Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Simple Melody Loop 4 - 150 BPM C Min.wav,Cymatics - Oracle Simple Melody Loop 4 - 150 BPM C Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Simple Melody Loop 5 - 151 BPM C Min.wav,Cymatics - Oracle Simple Melody Loop 5 - 151 BPM C Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Various Melody Loop 1 - 71 BPM D# Min.wav,Cymatics - Oracle Various Melody Loop 1 - 71 BPM D# Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Various Melody Loop 1 - 71 BPM D# Min1.wav,Cymatics - Oracle Various Melody Loop 1 - 71 BPM D# Min1,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Various Melody Loop 10 - 134 BPM G Min.wav,Cymatics - Oracle Various Melody Loop 10 - 134 BPM G Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Various Melody Loop 11 - 136 BPM C Min.wav,Cymatics - Oracle Various Melody Loop 11 - 136 BPM C Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Various Melody Loop 12 - 140 BPM A Min.wav,Cymatics - Oracle Various Melody Loop 12 - 140 BPM A Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Various Melody Loop 13 - 143 BPM F# Min.wav,Cymatics - Oracle Various Melody Loop 13 - 143 BPM F# Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Various Melody Loop 14 - 145 BPM C Min.wav,Cymatics - Oracle Various Melody Loop 14 - 145 BPM C Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Various Melody Loop 15 - 150 BPM E Min.wav,Cymatics - Oracle Various Melody Loop 15 - 150 BPM E Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Various Melody Loop 16 - 150 BPM A Min.wav,Cymatics - Oracle Various Melody Loop 16 - 150 BPM A Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Various Melody Loop 17 - 155 BPM D# Min.wav,Cymatics - Oracle Various Melody Loop 17 - 155 BPM D# Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Various Melody Loop 18 - 156 BPM C# Min.wav,Cymatics - Oracle Various Melody Loop 18 - 156 BPM C# Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Various Melody Loop 19 - 160 BPM F Min.wav,Cymatics - Oracle Various Melody Loop 19 - 160 BPM F Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Various Melody Loop 2 - 80 BPM D Min.wav,Cymatics - Oracle Various Melody Loop 2 - 80 BPM D Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Various Melody Loop 20 - 165 BPM D Min.wav,Cymatics - Oracle Various Melody Loop 20 - 165 BPM D Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Various Melody Loop 21 - 168 BPM F# Min.wav,Cymatics - Oracle Various Melody Loop 21 - 168 BPM F# Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Various Melody Loop 3 - 125 BPM G# Min.wav,Cymatics - Oracle Various Melody Loop 3 - 125 BPM G# Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Various Melody Loop 4 - 126 BPM B Min.wav,Cymatics - Oracle Various Melody Loop 4 - 126 BPM B Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Various Melody Loop 5 - 127 BPM E Min.wav,Cymatics - Oracle Various Melody Loop 5 - 127 BPM E Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Various Melody Loop 6 - 128 BPM A Min.wav,Cymatics - Oracle Various Melody Loop 6 - 128 BPM A Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Various Melody Loop 7 - 129 BPM F# Min.wav,Cymatics - Oracle Various Melody Loop 7 - 129 BPM F# Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Various Melody Loop 8 - 130 BPM C# Min.wav,Cymatics - Oracle Various Melody Loop 8 - 130 BPM C# Min,,,,False
Cymatics Oracle/Melodies/Cymatics - Oracle Various Melody Loop 9 - 130 BPM G# Min.wav,Cymatics - Oracle Various Melody Loop 9 - 130 BPM G# Min,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Classic Melody Loop 1 - 90 BPM D Maj.wav,Cymatics - 2020 Classic Melody Loop 1 - 90 BPM D Maj,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Classic Melody Loop 2 - 155 BPM D# Min.wav,Cymatics - 2020 Classic Melody Loop 2 - 155 BPM D# Min,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Classic Melody Loop 3 - 160 BPM A Min.wav,Cymatics - 2020 Classic Melody Loop 3 - 160 BPM A Min,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Classic Melody Loop 4 - 165 BPM D# Min.wav,Cymatics - 2020 Classic Melody Loop 4 - 165 BPM D# Min,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Dark Melody Loop 1 - 83 BPM C Min.wav,Cymatics - 2020 Dark Melody Loop 1 - 83 BPM C Min,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Dark Melody Loop 10 - 170 BPM F# Min.wav,Cymatics - 2020 Dark Melody Loop 10 - 170 BPM F# Min,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Dark Melody Loop 11 - 170 BPM F# Min.wav,Cymatics - 2020 Dark Melody Loop 11 - 170 BPM F# Min,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Dark Melody Loop 12 - 170 BPM B Min.wav,Cymatics - 2020 Dark Melody Loop 12 - 170 BPM B Min,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Dark Melody Loop 2 - 100 BPM G# Min.wav,Cymatics - 2020 Dark Melody Loop 2 - 100 BPM G# Min,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Dark Melody Loop 3 - 126 BPM B Min.wav,Cymatics - 2020 Dark Melody Loop 3 - 126 BPM B Min,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Dark Melody Loop 4 - 128 BPM C Min.wav,Cymatics - 2020 Dark Melody Loop 4 - 128 BPM C Min,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Dark Melody Loop 5 - 139 BPM A Min.wav,Cymatics - 2020 Dark Melody Loop 5 - 139 BPM A Min,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Dark Melody Loop 6 - 152 BPM D Min.wav,Cymatics - 2020 Dark Melody Loop 6 - 152 BPM D Min,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Dark Melody Loop 7 - 155 BPM A# Min.wav,Cymatics - 2020 Dark Melody Loop 7 - 155 BPM A# Min,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Dark Melody Loop 8 - 156 BPM D# Min.wav,Cymatics - 2020 Dark Melody Loop 8 - 156 BPM D# Min,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Dark Melody Loop 9 - 160 BPM F Min.wav,Cymatics - 2020 Dark Melody Loop 9 - 160 BPM F Min,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Lofi Melody Loop 1 - 80 BPM D# Min.wav,Cymatics - 2020 Lofi Melody Loop 1 - 80 BPM D# Min,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Lofi Melody Loop 2 - 90 BPM C Min.wav,Cymatics - 2020 Lofi Melody Loop 2 - 90 BPM C Min,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Nostalgic Melody Loop 1 - 90 BPM E Min.wav,Cymatics - 2020 Nostalgic Melody Loop 1 - 90 BPM E Min,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Nostalgic Melody Loop 10 - 160 BPM A Min.wav,Cymatics - 2020 Nostalgic Melody Loop 10 - 160 BPM A Min,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Nostalgic Melody Loop 11 - 160 BPM A# Maj.wav,Cymatics - 2020 Nostalgic Melody Loop 11 - 160 BPM A# Maj,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Nostalgic Melody Loop 12 - 160 BPM A# Min.wav,Cymatics - 2020 Nostalgic Melody Loop 12 - 160 BPM A# Min,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Nostalgic Melody Loop 2 - 110 BPM A# Min.wav,Cymatics - 2020 Nostalgic Melody Loop 2 - 110 BPM A# Min,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Nostalgic Melody Loop 3 - 140 BPM E Min.wav,Cymatics - 2020 Nostalgic Melody Loop 3 - 140 BPM E Min,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Nostalgic Melody Loop 4 - 147 BPM A# Min.wav,Cymatics - 2020 Nostalgic Melody Loop 4 - 147 BPM A# Min,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Nostalgic Melody Loop 5 - 150 BPM C# Min.wav,Cymatics - 2020 Nostalgic Melody Loop 5 - 150 BPM C# Min,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Nostalgic Melody Loop 6 - 150 BPM E Min.wav,Cymatics - 2020 Nostalgic Melody Loop 6 - 150 BPM E Min,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Nostalgic Melody Loop 7 - 150 BPM B Min.wav,Cymatics - 2020 Nostalgic Melody Loop 7 - 150 BPM B Min,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Nostalgic Melody Loop 8 - 160 BPM G Min.wav,Cymatics - 2020 Nostalgic Melody Loop 8 - 160 BPM G Min,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Nostalgic Melody Loop 9 - 160 BPM G# Min.wav,Cymatics - 2020 Nostalgic Melody Loop 9 - 160 BPM G# Min,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Various Melody Loop 1 - 100 BPM F Min.wav,Cymatics - 2020 Various Melody Loop 1 - 100 BPM F Min,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Various Melody Loop 10 - 170 BPM C Min.wav,Cymatics - 2020 Various Melody Loop 10 - 170 BPM C Min,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Various Melody Loop 2 - 100 BPM A# Min.wav,Cymatics - 2020 Various Melody Loop 2 - 100 BPM A# Min,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Various Melody Loop 3 - 110 BPM G Min.wav,Cymatics - 2020 Various Melody Loop 3 - 110 BPM G Min,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Various Melody Loop 4 - 130 BPM A Min.wav,Cymatics - 2020 Various Melody Loop 4 - 130 BPM A Min,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Various Melody Loop 5 - 135 BPM C Min.wav,Cymatics - 2020 Various Melody Loop 5 - 135 BPM C Min,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Various Melody Loop 6 - 145 BPM B Min.wav,Cymatics - 2020 Various Melody Loop 6 - 145 BPM B Min,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Various Melody Loop 7 - 145 BPM F# Min.wav,Cymatics - 2020 Various Melody Loop 7 - 145 BPM F# Min,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Various Melody Loop 8 - 150 BPM C# Min.wav,Cymatics - 2020 Various Melody Loop 8 - 150 BPM C# Min,,,,False
Cymatics_2020_Melody_Collection/Cymatics - 2020 Various Melody Loop 9 - 150 BPM F Min.wav,Cymatics - 2020 Various Melody Loop 9 - 150 BPM F Min,,,,False
Cymatics_Dragon_1/Classic/Cymatics - Dragon Classic Loop - Art Show - 83 BPM F Maj.wav,Cymatics - Dragon Classic Loop - Art Show - 83 BPM F Maj,,,,False
Cymatics_Dragon_1/Classic/Cymatics - Dragon Classic Loop - Bright Lights - 80 BPM F# Maj.wav,Cymatics - Dragon Classic Loop - Bright Lights - 80 BPM F# Maj,,,,False
Cymatics_Dragon_1/Classic/Cymatics - Dragon Classic Loop - Cadillac - 75 BPM G Min.wav,Cymatics - Dragon Classic Loop - Cadillac - 75 BPM G Min,,,,False
Cymatics_Dragon_1/Classic/Cymatics - Dragon Classic Loop - Caviar - 85 BPM D Min.wav,Cymatics - Dragon Classic Loop - Caviar - 85 BPM D Min,,,,False
Cymatics_Dragon_1/Classic/Cymatics - Dragon Classic Loop - Chanel - 90 BPM A# Min.wav,Cymatics - Dragon Classic Loop - Chanel - 90 BPM A# Min,,,,False
Cymatics_Dragon_1/Classic/Cymatics - Dragon Classic Loop - Designer - 95 BPM C Min.wav,Cymatics - Dragon Classic Loop - Designer - 95 BPM C Min,,,,False
Cymatics_Dragon_1/Classic/Cymatics - Dragon Classic Loop - Finest - 80 BPM G Min.wav,Cymatics - Dragon Classic Loop - Finest - 80 BPM G Min,,,,False
Cymatics_Dragon_1/Classic/Cymatics - Dragon Classic Loop - French Wine - 80 BPM F Min.wav,Cymatics - Dragon Classic Loop - French Wine - 80 BPM F Min,,,,False
Cymatics_Dragon_1/Classic/Cymatics - Dragon Classic Loop - High Fashion - 100 BPM E Min.wav,Cymatics - Dragon Classic Loop - High Fashion - 100 BPM E Min,,,,False
Cymatics_Dragon_1/Classic/Cymatics - Dragon Classic Loop - Lifestyle - 75 BPM E Maj.wav,Cymatics - Dragon Classic Loop - Lifestyle - 75 BPM E Maj,,,,False
Cymatics_Dragon_1/Classic/Cymatics - Dragon Classic Loop - Luxe - 170 BPM B Min.wav,Cymatics - Dragon Classic Loop - Luxe - 170 BPM B Min,,,,False
Cymatics_Dragon_1/Classic/Cymatics - Dragon Classic Loop - Old Times - 90 BPM D# Min.wav,Cymatics - Dragon Classic Loop - Old Times - 90 BPM D# Min,,,,False
Cymatics_Dragon_1/Classic/Cymatics - Dragon Classic Loop - Seduction - 74 BPM A# Min.wav,Cymatics - Dragon Classic Loop - Seduction - 74 BPM A# Min,,,,False
Cymatics_Dragon_1/Classic/Cymatics - Dragon Classic Loop - Sleek - 100 BPM E Min.wav,Cymatics - Dragon Classic Loop - Sleek - 100 BPM E Min,,,,False
Cymatics_Dragon_1/Classic/Cymatics - Dragon Classic Loop - Souvenir - 85 BPM G# Min.wav,Cymatics - Dragon Classic Loop - Souvenir - 85 BPM G# Min,,,,False
Cymatics_Dragon_1/Classic/Cymatics - Dragon Classic Loop - Ten Out Of Ten - 130 BPM B Min.wav,Cymatics - Dragon Classic Loop - Ten Out Of Ten - 130 BPM B Min,,,,False
Cymatics_Dragon_1/Classic/Cymatics - Dragon Classic Loop - Upscale - 74 BPM B Min.wav,Cymatics - Dragon Classic Loop - Upscale - 74 BPM B Min,,,,False
Cymatics_Dragon_1/Dark/Cymatics - Dragon Dark Loop - Antichrist - 130 BPM F Min.wav,Cymatics - Dragon Dark Loop - Antichrist - 130 BPM F Min,,,,False
Cymatics_Dragon_1/Dark/Cymatics - Dragon Dark Loop - Bad Santa - 140 BPM A Min.wav,Cymatics - Dragon Dark Loop - Bad Santa - 140 BPM A Min,,,,False
Cymatics_Dragon_1/Dark/Cymatics - Dragon Dark Loop - Bando - 140 BPM C# Min.wav,Cymatics - Dragon Dark Loop - Bando - 140 BPM C# Min,,,,False
Cymatics_Dragon_1/Dark/Cymatics - Dragon Dark Loop - Casualties - 142 BPM A# Min.wav,Cymatics - Dragon Dark Loop - Casualties - 142 BPM A# Min,,,,False
Cymatics_Dragon_1/Dark/Cymatics - Dragon Dark Loop - Curse - 120 BPM E Min.wav,Cymatics - Dragon Dark Loop - Curse - 120 BPM E Min,,,,False
Cymatics_Dragon_1/Dark/Cymatics - Dragon Dark Loop - Gods - 128 BPM D Harmonic Min.wav,Cymatics - Dragon Dark Loop - Gods - 128 BPM D Harmonic Min,,,,False
Cymatics_Dragon_1/Dark/Cymatics - Dragon Dark Loop - Guerilla - 142 BPM C Min.wav,Cymatics - Dragon Dark Loop - Guerilla - 142 BPM C Min,,,,False
Cymatics_Dragon_1/Dark/Cymatics - Dragon Dark Loop - Invaders - 140 BPM B Min.wav,Cymatics - Dragon Dark Loop - Invaders - 140 BPM B Min,,,,False
Cymatics_Dragon_1/Dark/Cymatics - Dragon Dark Loop - Menace - 130 BPM D Min.wav,Cymatics - Dragon Dark Loop - Menace - 130 BPM D Min,,,,False
Cymatics_Dragon_1/Dark/Cymatics - Dragon Dark Loop - Mortals - 140 BPM D Min.wav,Cymatics - Dragon Dark Loop - Mortals - 140 BPM D Min,,,,False
Cymatics_Dragon_1/Dark/Cymatics - Dragon Dark Loop - Power - 136 BPM G Min.wav,Cymatics - Dragon Dark Loop - Power - 136 BPM G Min,,,,False
Cymatics_Dragon_1/Dark/Cymatics - Dragon Dark Loop - Purple Skies - 160 BPM C# Min.wav,Cymatics - Dragon Dark Loop - Purple Skies - 160 BPM C# Min,,,,False
Cymatics_Dragon_1/Dark/Cymatics - Dragon Dark Loop - Reality - 140 BPM G Min.wav,Cymatics - Dragon Dark Loop - Reality - 140 BPM G Min,,,,False
Cymatics_Dragon_1/Dark/Cymatics - Dragon Dark Loop - Regime - 150 BPM G Min.wav,Cymatics - Dragon Dark Loop - Regime - 150 BPM G Min,,,,False
Cymatics_Dragon_1/Dark/Cymatics - Dragon Dark Loop - Sins - 146 BPM A Min.wav,Cymatics - Dragon Dark Loop - Sins - 146 BPM A Min,,,,False
Cymatics_Dragon_1/Dark/Cymatics - Dragon Dark Loop - Terminal - 153 BPM E Min.wav,Cymatics - Dragon Dark Loop - Terminal - 153 BPM E Min,,,,False
Cymatics_Dragon_1/Dark/Cymatics - Dragon Dark Loop - Traitor - 128 BPM G Min.wav,Cymatics - Dragon Dark Loop - Traitor - 128 BPM G Min,,,,False
Cymatics_Dragon_1/Dark/Cymatics - Dragon Dark Loop - Treachery - 146 BPM C# Min.wav,Cymatics - Dragon Dark Loop - Treachery - 146 BPM C# Min,,,,False
Cymatics_Dragon_1/Dark/Cymatics - Dragon Dark Loop - Trenches - 160 BPM B Min.wav,Cymatics - Dragon Dark Loop - Trenches - 160 BPM B Min,,,,False
Cymatics_Dragon_1/Dark/Cymatics - Dragon Dark Loop - Troops - 150 BPM C Min.wav,Cymatics - Dragon Dark Loop - Troops - 150 BPM C Min,,,,False
Cymatics_Dragon_1/Dark/Cymatics - Dragon Dark Loop - Unholy - 150 BPM C Min.wav,Cymatics - Dragon Dark Loop - Unholy - 150 BPM C Min,,,,False
Cymatics_Dragon_1/Dark/Cymatics - Dragon Dark Loop - Verdict - 145 BPM A Min.wav,Cymatics - Dragon Dark Loop - Verdict - 145 BPM A Min,,,,False
Cymatics_Dragon_1/Dark/Cymatics - Dragon Dark Loop - Violation - 130 BPM B Min.wav,Cymatics - Dragon Dark Loop - Violation - 130 BPM B Min,,,,False
Cymatics_Dragon_1/Dark/Cymatics - Dragon Dark Loop - Weapon - 160 BPM D Min.wav,Cymatics - Dragon Dark Loop - Weapon - 160 BPM D Min,,,,False
Cymatics_Dragon_1/Dark/Cymatics - Dragon Dark Loop - Zone Out - 125 BPM C Min.wav,Cymatics - Dragon Dark Loop - Zone Out - 125 BPM C Min,,,,False
Cymatics_Dragon_2/Ethnic/Cymatics - Dragon Ethnic Loop - Black List - 130 BPM D Min.wav,Cymatics - Dragon Ethnic Loop - Black List - 130 BPM D Min,,,,False
Cymatics_Dragon_2/Ethnic/Cymatics - Dragon Ethnic Loop - Bricks - 150 BPM E Min.wav,Cymatics - Dragon Ethnic Loop - Bricks - 150 BPM E Min,,,,False
Cymatics_Dragon_2/Ethnic/Cymatics - Dragon Ethnic Loop - Cartel - 128 BPM G# Min.wav,Cymatics - Dragon Ethnic Loop - Cartel - 128 BPM G# Min,,,,False
Cymatics_Dragon_2/Ethnic/Cymatics - Dragon Ethnic Loop - Dragon - 140 BPM B Min.wav,Cymatics - Dragon Ethnic Loop - Dragon - 140 BPM B Min,,,,False
Cymatics_Dragon_2/Ethnic/Cymatics - Dragon Ethnic Loop - Gaza - 135 BPM G Min.wav,Cymatics - Dragon Ethnic Loop - Gaza - 135 BPM G Min,,,,False
Cymatics_Dragon_2/Ethnic/Cymatics - Dragon Ethnic Loop - Geisha - 140 BPM F Maj.wav,Cymatics - Dragon Ethnic Loop - Geisha - 140 BPM F Maj,,,,False
Cymatics_Dragon_2/Ethnic/Cymatics - Dragon Ethnic Loop - Get It Started - 105 BPM E Phryg.wav,Cymatics - Dragon Ethnic Loop - Get It Started - 105 BPM E Phryg,,,,False
Cymatics_Dragon_2/Ethnic/Cymatics - Dragon Ethnic Loop - Honcho - 140 BPM B Min.wav,Cymatics - Dragon Ethnic Loop - Honcho - 140 BPM B Min,,,,False
Cymatics_Dragon_2/Ethnic/Cymatics - Dragon Ethnic Loop - Hookup - 105 BPM C Min.wav,Cymatics - Dragon Ethnic Loop - Hookup - 105 BPM C Min,,,,False
Cymatics_Dragon_2/Ethnic/Cymatics - Dragon Ethnic Loop - Jewels - 144 BPM F Maj.wav,Cymatics - Dragon Ethnic Loop - Jewels - 144 BPM F Maj,,,,False
Cymatics_Dragon_2/Ethnic/Cymatics - Dragon Ethnic Loop - Kyoto - 128 BPM E Min.wav,Cymatics - Dragon Ethnic Loop - Kyoto - 128 BPM E Min,,,,False
Cymatics_Dragon_2/Ethnic/Cymatics - Dragon Ethnic Loop - Other Side - 136 BPM G# Min.wav,Cymatics - Dragon Ethnic Loop - Other Side - 136 BPM G# Min,,,,False
Cymatics_Dragon_2/Ethnic/Cymatics - Dragon Ethnic Loop - Pesos -  95 BPM C# Min.wav,Cymatics - Dragon Ethnic Loop - Pesos -  95 BPM C# Min,,,,False
Cymatics_Dragon_2/Ethnic/Cymatics - Dragon Ethnic Loop - Run It Up - 98 BPM E Min.wav,Cymatics - Dragon Ethnic Loop - Run It Up - 98 BPM E Min,,,,False
Cymatics_Dragon_2/Ethnic/Cymatics - Dragon Ethnic Loop - Runners - 105 BPM G# Min.wav,Cymatics - Dragon Ethnic Loop - Runners - 105 BPM G# Min,,,,False
Cymatics_Dragon_2/Ethnic/Cymatics - Dragon Ethnic Loop - Sahara - 150 BPM A# Min.wav,Cymatics - Dragon Ethnic Loop - Sahara - 150 BPM A# Min,,,,False
Cymatics_Dragon_2/Ethnic/Cymatics - Dragon Ethnic Loop - Street Lights - 160 BPM D Min.wav,Cymatics - Dragon Ethnic Loop - Street Lights - 160 BPM D Min,,,,False
Cymatics_Dragon_2/Ethnic/Cymatics - Dragon Ethnic Loop - Stressed - 140 BPM B Minor.wav,Cymatics - Dragon Ethnic Loop - Stressed - 140 BPM B Minor,,,,False
Cymatics_Dragon_2/Ethnic/Cymatics - Dragon Ethnic Loop - Superior - 150 BPM C Min.wav,Cymatics - Dragon Ethnic Loop - Superior - 150 BPM C Min,,,,False
Cymatics_Dragon_2/Ethnic/Cymatics - Dragon Ethnic Loop - Tokyo - 135 BPM C Min.wav,Cymatics - Dragon Ethnic Loop - Tokyo - 135 BPM C Min,,,,False
Cymatics_Dragon_2/Ethnic/Cymatics - Dragon Ethnic Loop - Treat Me - 125 BPM F Min.wav,Cymatics - Dragon Ethnic Loop - Treat Me - 125 BPM F Min,,,,False
Cymatics_Dragon_2/Ethnic/Cymatics - Dragon Ethnic Loop - Troubled - 138 BPM A# Min.wav,Cymatics - Dragon Ethnic Loop - Troubled - 138 BPM A# Min,,,,False
Cymatics_Dragon_2/Ethnic/Cymatics - Dragon Ethnic Loop - Wartime - 101 BPM E Min.wav,Cymatics - Dragon Ethnic Loop - Wartime - 101 BPM E Min,,,,False
Cymatics_Dragon_2/Ethnic/Cymatics - Dragon Ethnic Loop - Yakuza - 160 BPM A# Min.wav,Cymatics - Dragon Ethnic Loop - Yakuza - 160 BPM A# Min,,,,False
Cymatics_Dragon_2/Happy/Cymatics - Dragon Happy Loop - Architecture - 160 BPM F Min.wav,Cymatics - Dragon Happy Loop - Architecture - 160 BPM F Min,,,,False
