rank,pred_score,pred_timbre,pred_melody,density,file
430,4.305,2.33,2.57,0.75,0032__A#min_97_oracle__Soulful__loop-Cymatics_Oracle_West_Coast__seed123.wav
431,4.297,2.38,1.92,0.98,0324__Dmin_120_oracle__Cry__loop-Cymatics_Oracle_Simple_Mel__seed777.wav
432,4.270,2.67,2.30,0.73,0056__Amin_130_ethnic__ICE__loop-Cymatics_Dragon_Platinum_E__seed123.wav
433,4.267,2.13,2.14,0.99,0202__Cmin_102_oracle__Nasty__loop-Cymatics_Oracle_West_Coast__seed7.wav
434,4.263,1.91,2.35,0.99,0527__G#min_115_dark__Echo__loop-Cymatics_Gems_Dark_Loop_At__seed123.wav
435,4.262,2.16,2.10,0.89,0062__Amin_88_oracle__Dusk__loop-Cymatics_Oracle_Classic_Me__seed123.wav
436,4.245,2.02,2.22,0.99,0432__F#min_113_cobra__Mirage__loop-Cymatics_Cobra_Flute_Loop___seed777.wav
437,4.233,1.99,2.24,1.00,0455__Fmin_130_dragon__TrapSoul__loop-Cymatics_Dragon_Nostalgic___seed123.wav
438,4.206,2.01,2.19,0.99,0015__A#min_152_dragon__Crystal__loop-Cymatics_Dragon_Nostalgic___seed777.wav
439,4.204,2.01,2.20,1.00,0012__A#min_144_ethnic__StarLight__loop-Cymatics_Dragon_Platinum_E__seed777.wav
440,4.187,1.96,2.23,0.95,0047__A#min_150_various__Crystal__loop-Cymatics_Dragon_Various_Lo__seed123.wav
441,4.180,2.10,2.08,1.00,0040__A#min_150_various__CoSmoS__loop-Cymatics_Dragon_Various_Lo__seed7.wav
442,4.178,2.19,2.21,0.81,0029__A#min_97_oracle__Halo__loop-Cymatics_Oracle_West_Coast__seed123.wav
443,4.167,2.03,2.13,1.00,0007__A#min_144_ethnic__JuPitER__loop-Cymatics_Dragon_Platinum_E__seed7.wav
444,4.160,2.15,2.01,1.00,0362__Emin_150_various__Coupe__loop-Cymatics_Oracle_Various_Me__seed123.wav
445,4.139,2.14,2.00,1.00,0367__Emin_150_various__LATE__loop-Cymatics_Oracle_Various_Me__seed7.wav
446,4.137,2.06,2.08,0.95,0068__Amin_88_oracle__Emotions__loop-Cymatics_Oracle_Classic_Me__seed123.wav
447,4.109,1.90,2.21,1.00,0046__A#min_150_various__Crystal__loop-Cymatics_Dragon_Various_Lo__seed7.wav
448,4.106,2.10,2.33,0.79,0451__Fmin_130_dragon__Pressure__loop-Cymatics_Dragon_Nostalgic___seed7.wav
449,4.098,1.96,2.14,0.93,0529__Gmin_136_dark__LowKey__loop-Cymatics_Dragon_Dark_Loop___seed7.wav
450,4.096,2.06,2.04,0.90,0346__Emin_160_cobra__Rent_Free__loop-Cymatics_Cobra_Melody_Loop__seed7.wav
451,4.072,1.91,2.16,1.00,0431__F#min_113_cobra__Mirage__loop-Cymatics_Cobra_Flute_Loop___seed123.wav
452,4.071,1.96,2.11,0.96,0438__Fmin_160_various__Depths__loop-Cymatics_Oracle_Various_Me__seed777.wav
453,4.057,1.99,2.06,1.00,0004__A#min_144_ethnic__ICE__loop-Cymatics_Dragon_Platinum_E__seed7.wav
454,4.057,1.91,2.15,0.94,0532__Gmin_136_dark__Coldhearted__loop-Cymatics_Dragon_Dark_Loop___seed7.wav
455,4.036,1.78,2.25,0.91,0161__C#min_135_dragon__CANOPY__loop-Cymatics_Dragon_Nostalgic___seed123.wav
456,4.021,2.26,2.37,0.74,0281__D#min_94_rnb__Glassland__loop-Cymatics_Gems_Vol_6_Glowin__seed123.wav
457,3.953,2.19,2.30,0.75,0035__A#min_97_oracle__AzUL__loop-Cymatics_Oracle_West_Coast__seed123.wav
458,3.941,1.97,1.98,1.00,0010__A#min_144_ethnic__StarLight__loop-Cymatics_Dragon_Platinum_E__seed7.wav
459,3.930,1.88,2.23,0.81,0478__Fmin_137_dark__CoSmoS__loop-Cymatics_Oracle_Dark_Melod__seed7.wav
460,3.907,2.36,2.20,0.73,0444__Fmin_160_various__Coupe__loop-Cymatics_Oracle_Various_Me__seed777.wav
461,3.875,1.66,2.21,0.92,0280__D#min_94_rnb__Glassland__loop-Cymatics_Gems_Vol_6_Glowin__seed7.wav
462,3.873,2.15,2.07,0.78,0028__A#min_97_oracle__Halo__loop-Cymatics_Oracle_West_Coast__seed7.wav
463,3.864,2.29,2.25,0.72,0479__Fmin_137_dark__CoSmoS__loop-Cymatics_Oracle_Dark_Melod__seed123.wav
464,3.861,1.82,2.04,0.90,0254__D#min_90_r&b__Pressure__loop-Cymatics_Oracle_R_B_Melody__seed123.wav
465,3.813,1.71,2.10,0.95,0485__G#min_105_ethnic__TrapSoul__loop-Cymatics_Dragon_Ethnic_Loo__seed123.wav
466,3.794,2.19,2.10,0.75,0557__Gmin_102_rnb__POWER__loop-Cymatics_Gems_Vol_6_Fading__seed123.wav
467,3.743,1.74,2.01,0.85,0288__D#min_94_rnb__Mars__loop-Cymatics_Gems_Vol_6_Glowin__seed777.wav
468,3.664,2.10,2.06,0.75,0574__Gmin_126_ethnic__ACTiVE__loop-Cymatics_Gems_Ethnic_Loop___seed7.wav
469,3.657,1.54,2.12,0.86,0286__D#min_94_rnb__Mars__loop-Cymatics_Gems_Vol_6_Glowin__seed7.wav
470,3.655,1.61,2.31,0.79,0342__Emin_160_cobra__Depths__loop-Cymatics_Cobra_Melody_Loop__seed777.wav
471,3.651,1.48,2.17,0.99,0249__D#min_106_various__Crystal__loop-Cymatics_Dragon_Various_Lo__seed777.wav
472,3.608,1.54,2.07,0.89,0283__D#min_94_rnb__Mirage__loop-Cymatics_Gems_Vol_6_Glowin__seed7.wav
473,3.590,1.90,2.04,0.77,0538__Gmin_136_dark__Coupe__loop-Cymatics_Dragon_Dark_Loop___seed7.wav
474,3.590,1.89,2.44,0.71,0339__Emin_160_cobra__Mirage__loop-Cymatics_Cobra_Melody_Loop__seed777.wav
475,3.567,1.51,2.05,0.96,0246__D#min_106_various__JUNGLE__loop-Cymatics_Dragon_Various_Lo__seed777.wav
476,3.549,1.53,2.06,0.84,0448__Fmin_130_dragon__Rent_Free__loop-Cymatics_Dragon_Nostalgic___seed7.wav
477,3.502,1.70,2.08,0.79,0469__Fmin_137_dark__StarLight__loop-Cymatics_Oracle_Dark_Melod__seed7.wav
478,3.493,1.51,1.99,0.94,0252__D#min_106_various__AzUL__loop-Cymatics_Dragon_Various_Lo__seed777.wav
479,3.475,1.72,1.94,0.81,0445__Fmin_130_dragon__ACTiVE__loop-Cymatics_Dragon_Nostalgic___seed7.wav
480,3.431,2.18,2.08,0.69,0560__Gmin_102_rnb__ICE__loop-Cymatics_Gems_Vol_6_Fading__seed123.wav
481,3.396,1.44,1.96,0.99,0518__G#min_115_dark__Halo__loop-Cymatics_Gems_Dark_Loop_At__seed123.wav
482,3.379,1.76,2.41,0.69,0471__Fmin_137_dark__StarLight__loop-Cymatics_Oracle_Dark_Melod__seed777.wav
483,3.352,2.35,2.55,0.58,0070__Amin_88_oracle__Crystal__loop-Cymatics_Oracle_Classic_Me__seed7.wav
484,3.322,1.88,1.98,0.73,0480__Fmin_137_dark__CoSmoS__loop-Cymatics_Oracle_Dark_Melod__seed777.wav
485,3.234,2.28,2.44,0.58,0064__Amin_88_oracle__BANDS__loop-Cymatics_Oracle_Classic_Me__seed7.wav
486,3.232,1.50,2.08,0.77,0454__Fmin_130_dragon__TrapSoul__loop-Cymatics_Dragon_Nostalgic___seed7.wav
487,3.230,2.14,2.44,0.60,0515__G#min_85_sad__Soulful__loop-Cymatics_Dragon_Sad_Loop_L__seed123.wav
488,3.217,1.82,1.78,0.76,0472__Fmin_137_dark__JUNGLE__loop-Cymatics_Oracle_Dark_Melod__seed7.wav
489,3.167,1.92,1.85,0.71,0264__D#min_90_r&b__Panda__loop-Cymatics_Oracle_R_B_Melody__seed777.wav
490,3.123,1.62,2.39,0.66,0348__Emin_160_cobra__Rent_Free__loop-Cymatics_Cobra_Melody_Loop__seed777.wav
491,3.119,2.26,2.16,0.60,0509__G#min_85_sad__Coupe__loop-Cymatics_Dragon_Sad_Loop_L__seed123.wav
492,3.108,1.94,2.11,0.65,0474__Fmin_137_dark__JUNGLE__loop-Cymatics_Oracle_Dark_Melod__seed777.wav
493,3.084,1.65,2.19,0.68,0279__D#min_94_rnb__LowKey__loop-Cymatics_Gems_Vol_6_Glowin__seed777.wav
494,3.025,2.00,2.06,0.63,0470__Fmin_137_dark__StarLight__loop-Cymatics_Oracle_Dark_Melod__seed123.wav
495,3.019,1.41,2.26,0.70,0287__D#min_94_rnb__Mars__loop-Cymatics_Gems_Vol_6_Glowin__seed123.wav
496,2.939,2.23,2.21,0.56,0506__G#min_85_sad__Mars__loop-Cymatics_Dragon_Sad_Loop_L__seed123.wav
497,2.805,1.48,1.87,0.71,0262__D#min_90_r&b__Panda__loop-Cymatics_Oracle_R_B_Melody__seed7.wav
498,2.803,1.97,2.25,0.56,0277__D#min_94_rnb__LowKey__loop-Cymatics_Gems_Vol_6_Glowin__seed7.wav
499,2.776,1.76,2.31,0.58,0278__D#min_94_rnb__LowKey__loop-Cymatics_Gems_Vol_6_Glowin__seed123.wav
500,2.771,2.13,2.14,0.55,0512__G#min_85_sad__Rent_Free__loop-Cymatics_Dragon_Sad_Loop_L__seed123.wav
501,2.745,1.73,1.65,0.69,0475__Fmin_137_dark__CANOPY__loop-Cymatics_Oracle_Dark_Melod__seed7.wav
502,2.639,1.85,1.66,0.64,0261__D#min_90_r&b__JuPitER__loop-Cymatics_Oracle_R_B_Melody__seed777.wav
503,2.622,1.69,2.17,0.58,0284__D#min_94_rnb__Mirage__loop-Cymatics_Gems_Vol_6_Glowin__seed123.wav
504,2.386,1.92,2.00,0.52,0473__Fmin_137_dark__JUNGLE__loop-Cymatics_Oracle_Dark_Melod__seed123.wav
505,2.334,1.68,1.94,0.55,0477__Fmin_137_dark__CANOPY__loop-Cymatics_Oracle_Dark_Melod__seed777.wav
506,2.330,1.64,1.84,0.57,0257__D#min_90_r&b__LowKey__loop-Cymatics_Oracle_R_B_Melody__seed123.wav
507,2.301,1.74,1.88,0.54,0476__Fmin_137_dark__CANOPY__loop-Cymatics_Oracle_Dark_Melod__seed123.wav
508,2.281,2.02,1.93,0.49,0256__D#min_90_r&b__LowKey__loop-Cymatics_Oracle_R_B_Melody__seed7.wav
509,2.234,1.98,1.49,0.55,0258__D#min_90_r&b__LowKey__loop-Cymatics_Oracle_R_B_Melody__seed777.wav
510,2.221,1.74,1.92,0.52,0259__D#min_90_r&b__JuPitER__loop-Cymatics_Oracle_R_B_Melody__seed7.wav
